Date/Time,BLOCK 2 ADMINISTRATION STOREY 0:Zone Lights Electricity Energy [J](Hourly),BLOCK 2 ADMINISTRATION STOREY 1:Zone Lights Electricity Energy [J](Hourly),BLOCK 2 ADMINISTRATION STOREY 2:Zone Lights Electricity Energy [J](Hourly),BLOCK 2 ADMINISTRATION STOREY 3:Zone Lights Electricity Energy [J](Hourly),BLOCK 2 ADMINISTRATION STOREY 4:Zone Lights Electricity Energy [J](Hourly),BLOCK 2 ADMINISTRATION STOREY 5:Zone Lights Electricity Energy [J](Hourly),BLOCK 2 ADMINISTRATION STOREY 6:Zone Lights Electricity Energy [J](Hourly),BLOCK 2 ADMINISTRATION STOREY 7:Zone Lights Electricity Energy [J](Hourly),BLOCK 2 ADMINISTRATION STOREY 8:Zone Lights Electricity Energy [J](Hourly),BLOCK 2 ADMINISTRATION STOREY 9:Zone Lights Electricity Energy [J](Hourly),BLOCK 2 ADMINISTRATION STOREY 10:Zone Lights Electricity Energy [J](Hourly),BLOCK 2 ADMINISTRATION STOREY 0:Zone Electric Equipment Electricity Energy [J](Hourly),BLOCK 2 ADMINISTRATION STOREY 1:Zone Electric Equipment Electricity Energy [J](Hourly),BLOCK 2 ADMINISTRATION STOREY 2:Zone Electric Equipment Electricity Energy [J](Hourly),BLOCK 2 ADMINISTRATION STOREY 3:Zone Electric Equipment Electricity Energy [J](Hourly),BLOCK 2 ADMINISTRATION STOREY 4:Zone Electric Equipment Electricity Energy [J](Hourly),BLOCK 2 ADMINISTRATION STOREY 5:Zone Electric Equipment Electricity Energy [J](Hourly),BLOCK 2 ADMINISTRATION STOREY 6:Zone Electric Equipment Electricity Energy [J](Hourly),BLOCK 2 ADMINISTRATION STOREY 7:Zone Electric Equipment Electricity Energy [J](Hourly),BLOCK 2 ADMINISTRATION STOREY 8:Zone Electric Equipment Electricity Energy [J](Hourly),BLOCK 2 ADMINISTRATION STOREY 9:Zone Electric Equipment Electricity Energy [J](Hourly),BLOCK 2 ADMINISTRATION STOREY 10:Zone Electric Equipment Electricity Energy [J](Hourly),BLOCK 2 ADMINISTRATION STOREY 0 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Total Heating Energy [J](Hourly),BLOCK 2 ADMINISTRATION STOREY 0 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Total Cooling Energy [J](Hourly),BLOCK 2 ADMINISTRATION STOREY 1 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Total Heating Energy [J](Hourly),BLOCK 2 ADMINISTRATION STOREY 1 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Total Cooling Energy [J](Hourly),BLOCK 2 ADMINISTRATION STOREY 2 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Total Heating Energy [J](Hourly),BLOCK 2 ADMINISTRATION STOREY 2 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Total Cooling Energy [J](Hourly),BLOCK 2 ADMINISTRATION STOREY 3 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Total Heating Energy [J](Hourly),BLOCK 2 ADMINISTRATION STOREY 3 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Total Cooling Energy [J](Hourly),BLOCK 2 ADMINISTRATION STOREY 4 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Total Heating Energy [J](Hourly),BLOCK 2 ADMINISTRATION STOREY 4 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Total Cooling Energy [J](Hourly),BLOCK 2 ADMINISTRATION STOREY 5 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Total Heating Energy [J](Hourly),BLOCK 2 ADMINISTRATION STOREY 5 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Total Cooling Energy [J](Hourly),BLOCK 2 ADMINISTRATION STOREY 6 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Total Heating Energy [J](Hourly),BLOCK 2 ADMINISTRATION STOREY 6 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Total Cooling Energy [J](Hourly),BLOCK 2 ADMINISTRATION STOREY 7 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Total Heating Energy [J](Hourly),BLOCK 2 ADMINISTRATION STOREY 7 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Total Cooling Energy [J](Hourly),BLOCK 2 ADMINISTRATION STOREY 8 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Total Heating Energy [J](Hourly),BLOCK 2 ADMINISTRATION STOREY 8 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Total Cooling Energy [J](Hourly),BLOCK 2 ADMINISTRATION STOREY 9 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Total Heating Energy [J](Hourly),BLOCK 2 ADMINISTRATION STOREY 9 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Total Cooling Energy [J](Hourly),BLOCK 2 ADMINISTRATION STOREY 10 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Total Heating Energy [J](Hourly),BLOCK 2 ADMINISTRATION STOREY 10 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Total Cooling Energy [J](Hourly) 
 01/12  08:00:00,58612162.80626859,58620408.27754963,58625971.658641025,58631469.399221994,58636893.51073106,58642231.82110721,58647563.67511556,58652896.23465667,58653962.7794922,58653962.7794922,58653962.7794922,110582368.00299759,110582368.00299759,110582368.00299759,110582368.00299759,110582368.00299759,110582368.00299759,110582368.00299759,110582368.00299759,110582368.00299759,110582368.00299759,110582368.00299759,193966698.73595667,0.0,395096584.45735896,0.0,395440725.1758781,0.0,395760995.0160822,0.0,396056125.76549006,0.0,396342399.6762975,0.0,396621004.02724904,0.0,396893695.02138096,0.0,397171358.4423773,0.0,454918068.2631189,0.0,455359823.2454508,0.0 
 01/12  09:00:00,104394366.4323474,104585202.6537487,104718025.47092439,104849646.52070872,104979933.90056072,105108710.47414812,105237260.7938687,105365695.19695872,105391366.8675361,105391366.8675361,105391366.86753595,210106499.20569542,210106499.20569542,210106499.20569542,210106499.20569542,210106499.20569542,210106499.20569542,210106499.20569542,210106499.20569542,210106499.20569542,210106499.20569542,210106499.20569542,552302904.6634675,0.0,797270929.3181472,0.0,797547367.0343654,0.0,797801579.1269797,0.0,798034388.1823924,0.0,798258620.6007376,0.0,798475470.4895135,0.0,798686653.4289824,0.0,798963736.0937754,0.0,867418067.6358008,0.0,867860493.7816985,0.0 
 01/12  10:00:00,79588222.74116337,80466892.53533712,81075249.75423945,81679969.0011694,82280666.72429101,82877145.11622062,83472323.15398069,84066403.22118594,84185080.87817308,84185080.8781731,84185080.87816863,210106499.20569542,210106499.20569542,210106499.20569542,210106499.20569542,210106499.20569542,210106499.20569542,210106499.20569542,210106499.20569542,210106499.20569542,210106499.20569542,210106499.20569542,490923201.65962774,0.0,723301004.0891743,0.0,723223119.3535197,0.0,723129054.2034973,0.0,723020236.9400476,0.0,722906376.6808414,0.0,722787204.3087542,0.0,722664081.4375145,0.0,722852343.7342746,0.0,791967031.1086525,0.0,792355609.8613758,0.0 
 01/12  11:00:00,40622343.988880984,41815381.110629216,42702305.18303962,43584074.60370457,44459886.165613666,45329484.51908228,46197841.361429915,47065305.10667774,47238679.9333439,47238679.9333439,47238679.933329,210106499.20569542,210106499.20569542,210106499.20569542,210106499.20569542,210106499.20569542,210106499.20569542,210106499.20569542,210106499.20569542,210106499.20569542,210106499.20569542,210106499.20569542,369237972.4424833,0.0,587651466.5097525,0.0,587396153.4639146,0.0,587116149.2789589,0.0,586810054.4256214,0.0,586495714.7870575,0.0,586172229.582782,0.0,585840103.2599909,0.0,585996552.7423604,0.0,650928530.4472222,0.0,651306132.8340294,0.0 
 01/12  12:00:00,28309086.20876738,28309086.20876738,28309086.20876738,28309086.20876738,28309086.20876738,28309086.20876738,28309086.20876738,28309086.20876738,28309086.20876738,28309086.20876738,28309086.20876738,110582368.00299759,110582368.00299759,110582368.00299759,110582368.00299759,110582368.00299759,110582368.00299759,110582368.00299759,110582368.00299759,110582368.00299759,110582368.00299759,110582368.00299759,380560128.5578356,0.0,591599856.6577138,0.0,592072523.5641962,0.0,592465909.9226651,0.0,592810163.0702432,0.0,593123907.7803832,0.0,593415367.8246832,0.0,593690496.3863498,0.0,594009389.6858076,0.0,647942087.0440856,0.0,648345862.6531384,0.0 
 01/12  13:00:00,28309086.20876738,28309086.20876738,28309086.20876738,28309086.20876738,28309086.20876738,28309086.20876738,28309086.20876738,28309086.20876738,28309086.20876738,28309086.20876738,28309086.20876738,110582368.00299759,110582368.00299759,110582368.00299759,110582368.00299759,110582368.00299759,110582368.00299759,110582368.00299759,110582368.00299759,110582368.00299759,110582368.00299759,110582368.00299759,276927947.8734657,0.0,479806146.39629495,0.0,480434023.3201351,0.0,480947860.02953434,0.0,481393028.123884,0.0,481795418.0259095,0.0,482166273.4612298,0.0,482513599.2157376,0.0,482878666.2072442,0.0,516800333.82917464,0.0,517257778.3782077,0.0 
 01/12  14:00:00,33617039.87291127,33617039.87291127,33617039.87291127,33617039.87291127,33617039.87291127,33617039.87291127,33617039.87291127,33617039.87291127,33617039.87291127,33617039.87291127,33617039.87291127,210106499.20569542,210106499.20569542,210106499.20569542,210106499.20569542,210106499.20569542,210106499.20569542,210106499.20569542,210106499.20569542,210106499.20569542,210106499.20569542,210106499.20569542,72433880.22217885,0.0,265198313.16034096,0.0,265973002.2061168,0.0,266596259.86509755,0.0,267131820.26779336,0.0,267613046.0404964,0.0,268053977.37166286,0.0,268462757.4526651,0.0,268874268.44955176,0.0,276589067.358387,0.0,277180028.449261,0.0 
 01/12  15:00:00,33617039.87291127,33617039.87291127,33617039.87291127,33617039.87291127,33617039.87291127,33617039.87291127,33617039.87291127,33617039.87291127,33617039.87291127,33617039.87291127,33617039.87291127,210106499.20569542,210106499.20569542,210106499.20569542,210106499.20569542,210106499.20569542,210106499.20569542,210106499.20569542,210106499.20569542,210106499.20569542,210106499.20569542,210106499.20569542,16509060.562933192,0.0,198011588.01068377,0.0,198803391.99597883,0.0,199445019.20376337,0.0,199999527.1502779,0.0,200498235.38840193,0.0,200955278.1393643,0.0,201381012.24986398,0.0,201802455.17784193,0.0,180892122.76182598,0.0,181656508.04403,0.0 
 01/12  16:00:00,33987617.32017735,34555853.14993116,34923178.095128715,35288139.2534609,35649880.2948861,36007853.36396291,36365738.91974114,36723728.51521924,36795331.29056184,36795331.29056185,36795331.29055856,210106499.20569542,210106499.20569542,210106499.20569542,210106499.20569542,210106499.20569542,210106499.20569542,210106499.20569542,210106499.20569542,210106499.20569542,210106499.20569542,210106499.20569542,0.0,0.0,155003450.71538186,0.0,155446485.69754648,0.0,155795208.0394771,0.0,156085086.5408504,0.0,156336612.11790916,0.0,156554984.08752823,0.0,156750607.61561352,0.0,157104067.97640648,0.0,110737005.55769204,0.0,111679391.10322961,0.0 
 01/12  17:00:00,72402651.79506224,73695903.44792126,74574965.70060405,75450718.72979695,76321106.51550812,77186337.15257347,78051660.95103885,78917146.46233678,79090240.20498368,79090240.20498371,79090240.20498413,210106499.20569542,210106499.20569542,210106499.20569542,210106499.20569542,210106499.20569542,210106499.20569542,210106499.20569542,210106499.20569542,210106499.20569542,210106499.20569542,210106499.20569542,0.0,0.0,120901530.5267773,0.0,120799249.4473361,0.0,120657603.00135677,0.0,120486768.80030508,0.0,120295493.3464697,0.0,120085303.58874841,0.0,119859700.8125604,0.0,120097818.7851271,0.0,56505859.851182185,0.0,57588673.35473346,0.0 
 01/12  18:00:00,112056799.5763709,112056799.5763709,112056799.5763709,112056799.5763709,112056799.5763709,112056799.5763709,112056799.5763709,112056799.5763709,112056799.5763709,112056799.5763709,112056799.5763709,66349420.80179856,66349420.80179856,66349420.80179856,66349420.80179856,66349420.80179856,66349420.80179856,66349420.80179856,66349420.80179856,66349420.80179856,66349420.80179856,66349420.80179856,191528738.1495165,0.0,342558978.487102,0.0,342880429.9181108,0.0,343193333.42291677,0.0,343494148.37261015,0.0,343785412.72527754,0.0,344063352.3605282,0.0,344333190.9035671,0.0,344652008.66136056,0.0,273638123.87604654,0.0,274806873.65916586,0.0 
 01/12  19:00:00,35386357.76095923,35386357.76095923,35386357.76095923,35386357.76095923,35386357.76095923,35386357.76095923,35386357.76095923,35386357.76095923,35386357.76095923,35386357.76095923,35386357.76095923,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,164862989.50129536,0.0,286552373.5855463,0.0,286876781.39363056,0.0,287203622.57633746,0.0,287519800.43001574,0.0,287822661.1562151,0.0,288114260.6848556,0.0,288397444.94189227,0.0,288707497.7989775,0.0,228104002.04013926,0.0,229141399.8370691,0.0 
 01/12  20:00:00,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/12  21:00:00,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/12  22:00:00,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/12  23:00:00,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/12  24:00:00,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/13  01:00:00,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/13  02:00:00,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/13  03:00:00,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/13  04:00:00,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/13  05:00:00,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/13  06:00:00,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/13  07:00:00,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/13  08:00:00,29195379.830280654,29202179.787249938,29206811.59539214,29211392.775254443,29215917.37305983,29220376.34632401,29224829.233777307,29229281.357351206,29230171.64688278,29230171.64688278,29230171.64688278,55291184.001498796,55291184.001498796,55291184.001498796,55291184.001498796,55291184.001498796,55291184.001498796,55291184.001498796,55291184.001498796,55291184.001498796,55291184.001498796,55291184.001498796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/13  09:00:00,51368295.041923694,51486073.24989573,51568427.74371266,51650070.922105886,51730926.82290551,51810894.92735958,51890716.701030485,51970455.14506902,51986392.024288304,51986392.024288304,51986392.02428819,105053249.60284771,105053249.60284771,105053249.60284771,105053249.60284771,105053249.60284771,105053249.60284771,105053249.60284771,105053249.60284771,105053249.60284771,105053249.60284771,105053249.60284771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/13  10:00:00,43130831.117328234,43479839.77429244,43727747.17913598,43973874.04906602,44218032.44148056,44460021.7681232,44701505.90287537,44942617.32441144,44990792.303831056,44990792.303831056,44990792.30383013,105053249.60284771,105053249.60284771,105053249.60284771,105053249.60284771,105053249.60284771,105053249.60284771,105053249.60284771,105053249.60284771,105053249.60284771,105053249.60284771,105053249.60284771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/13  11:00:00,31582286.546233993,32270315.042611722,32762021.92698826,33250559.307834458,33735579.3921206,34216625.535418496,34696647.25512554,35175882.986159265,35271630.39458676,35271630.39458676,35271630.39458339,105053249.60284771,105053249.60284771,105053249.60284771,105053249.60284771,105053249.60284771,105053249.60284771,105053249.60284771,105053249.60284771,105053249.60284771,105053249.60284771,105053249.60284771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/13  12:00:00,14154543.10438369,14352155.461933408,14526641.260215664,14700121.137861548,14872487.276376478,15043558.839477556,15214250.023810273,15446727.368388388,15521196.672644814,15521196.672644814,15521196.672641167,55291184.001498796,55291184.001498796,55291184.001498796,55291184.001498796,55291184.001498796,55291184.001498796,55291184.001498796,55291184.001498796,55291184.001498796,55291184.001498796,55291184.001498796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/13  13:00:00,14154543.10438369,14154543.10438369,14154543.10438369,14154543.10438369,14154543.10438369,14154543.10438369,14154543.10438369,14154543.10438369,14154543.10438369,14154543.10438369,14154543.10438369,55291184.001498796,55291184.001498796,55291184.001498796,55291184.001498796,55291184.001498796,55291184.001498796,55291184.001498796,55291184.001498796,55291184.001498796,55291184.001498796,55291184.001498796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/13  14:00:00,19282563.22708125,19755649.693345226,20082461.383881863,20482218.205915768,20984218.21681864,21481658.76256786,21977844.38813656,22473158.525942862,22572110.471577533,22572110.471577536,22572110.47156808,105053249.60284771,105053249.60284771,105053249.60284771,105053249.60284771,105053249.60284771,105053249.60284771,105053249.60284771,105053249.60284771,105053249.60284771,105053249.60284771,105053249.60284771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/13  15:00:00,16808519.936455633,16808519.936455633,16808519.936455633,16808519.936455633,16808519.936455633,16808519.936455633,16808519.936455633,16913051.522992462,16953716.274541695,16953716.2745417,16953716.27453725,105053249.60284771,105053249.60284771,105053249.60284771,105053249.60284771,105053249.60284771,105053249.60284771,105053249.60284771,105053249.60284771,105053249.60284771,105053249.60284771,105053249.60284771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/13  16:00:00,28151516.596771494,28967366.36891675,29540486.863257352,30110846.17428784,30678102.370147653,31241763.80472406,31803798.839597344,32364341.28186042,32476263.618246056,32476263.618246056,32476263.61824073,105053249.60284771,105053249.60284771,105053249.60284771,105053249.60284771,105053249.60284771,105053249.60284771,105053249.60284771,105053249.60284771,105053249.60284771,105053249.60284771,105053249.60284771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/13  17:00:00,36319202.04339446,36970611.1010685,37427937.30715757,37883667.88585079,38336920.9479804,38787817.21356562,39238496.54045611,39688971.400454305,39779031.20888552,39779031.20888552,39779031.20888532,105053249.60284771,105053249.60284771,105053249.60284771,105053249.60284771,105053249.60284771,105053249.60284771,105053249.60284771,105053249.60284771,105053249.60284771,105053249.60284771,105053249.60284771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/13  18:00:00,56028399.78818545,56028399.78818545,56028399.78818545,56028399.78818545,56028399.78818545,56028399.78818545,56028399.78818545,56028399.78818545,56028399.78818545,56028399.78818545,56028399.78818545,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/13  19:00:00,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/13  20:00:00,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/13  21:00:00,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/13  22:00:00,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
